uniqueCell_ID,POINT_X,POINT_Y,country,countryGID,GID_1,province,lcc2000,lcc2005,lcc2008,lcc2011,lcc2014,suitability,treecover,acc_min,urban
4018,101.006219123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000625599350314587,72.9310073852539,188.951370239258,0
4019,101.008399123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000656141433864832,63.8799591064453,178.567428588867,0
4020,101.010579123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000686683575622737,26.5988121032715,168.183486938477,0
4021,101.012759123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000716758542694151,49.5816841125488,158.128921508789,0
4022,101.014939123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000743371085263789,59.7539978027344,149.677658081055,0
4023,101.017119123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000769983627833426,75.209098815918,141.22639465332,0
4024,101.019299123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000796596170403063,84.4624862670898,132.775131225586,0
4025,101.021479123,22.534916619,China,CHN,CHN.30_1,"",2,2,8,8,8,0.000832163554150611,73.8542175292969,125.354476928711,0
4026,101.023659123,22.534916619,China,CHN,CHN.30_1,"",2,2,8,8,8,0.000889005023054779,62.2690773010254,119.866485595703,0
4027,101.025839123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000945846433751285,42.0295028686523,114.378486633301,0
4028,101.028019123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00100268784444779,21.165657043457,108.890487670898,0
4029,101.030199123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00106586306355894,14.6532373428345,99.7014236450195,0
4030,101.032379123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00113607791718096,25.8705921173096,87.1660308837891,0
4031,101.034559123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00120629277080297,21.5095081329346,74.6306457519531,0
4032,101.036739123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00127650774084032,8.96710205078125,62.0952568054199,0
4033,101.038919123,22.534916619,China,CHN,CHN.30_1,"",17,17,17,17,17,0.00136170070618391,2.75145864486694,52.5867614746094,0
4034,101.041099123,22.534916619,China,CHN,CHN.30_1,"",17,17,17,17,17,0.00145492446608841,5.51963567733765,44.3598670959473,0
4035,101.043279123,22.534916619,China,CHN,CHN.30_1,"",17,17,17,17,17,0.00154814822599292,2.22522234916687,36.1329765319824,0
4036,101.045459123,22.534916619,China,CHN,CHN.30_1,"",12,12,12,12,12,0.00164137198589742,0.89642208814621,27.9060840606689,0
4037,101.047639123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00159917899873108,0.0626528263092041,24.7055740356445,0
4038,101.049819123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00152892374899238,0,22.1910495758057,0
4039,101.051999123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00145866849925369,0,19.6765270233154,0
4040,101.054179123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00138881767634302,0.0941391512751579,17.3060436248779,0
4041,101.056359123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00138934073038399,0.00114609382580966,17.3060436248779,0
4042,101.058539123,22.534916619,China,CHN,CHN.30_1,"",17,17,17,17,17,0.00138986390084028,0.0430286936461926,17.3060436248779,0
4043,101.060719123,22.534916619,China,CHN,CHN.30_1,"",17,17,17,17,17,0.00139038695488125,0.679731547832489,17.3060436248779,0
4044,101.062899123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00139508827123791,0.434500306844711,18.2432231903076,0
4045,101.065079123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.0014184326864779,0.675624370574951,22.2370796203613,0
4046,101.067259123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00144177710171789,0.131709054112434,26.230936050415,0
4047,101.069439123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00146512151695788,4.46992444992065,30.2247943878174,0
4048,101.071619123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00147534441202879,21.9962005615234,34.0797729492188,0
4049,101.073799123,22.534916619,China,CHN,CHN.30_1,"",12,12,12,12,12,0.00146228610537946,46.7508773803711,37.7365684509277,0
4050,101.075979123,22.534916619,China,CHN,CHN.30_1,"",8,8,8,8,8,0.00144922779873014,60.5815315246582,41.3933639526367,0
4051,101.078159123,22.534916619,China,CHN,CHN.30_1,"",2,8,8,8,8,0.00143616949208081,67.2659530639649,45.0501594543457,0
4052,101.080339123,22.534916619,China,CHN,CHN.30_1,"",2,8,8,8,8,0.00143086828757077,55.3367538452149,51.5926170349121,0
4053,101.082519123,22.534916619,China,CHN,CHN.30_1,"",2,8,8,8,8,0.00143223302438855,58.87255859375,60.1453590393066,0
4054,101.084699123,22.534916619,China,CHN,CHN.30_1,"",2,8,8,8,8,0.00143359776120633,29.0137386322022,68.6981048583984,0
4055,101.086879123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00143496249802411,34.4443016052246,77.250846862793,0
4056,101.089059123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00140498986002058,19.9273357391357,85.22607421875,0
4057,101.091239123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00136253808159381,34.9028282165527,93.025634765625,0
4058,101.093419123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00132008630316705,46.0162887573242,100.825202941895,0
4059,101.095599123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.0012776346411556,31.9411659240723,108.62476348877,0
4060,101.097779123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00124115857761353,26.1930828094482,116.80322265625,0
4061,101.099959123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00120540196076036,8.70033836364746,125.004096984863,0
4062,101.102139123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00116964522749186,17.5888080596924,133.204971313477,0
4063,101.104319123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.0011373347369954,52.4546279907227,141.503128051758,0
4064,101.106499123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.0011508542811498,80.2165985107422,150.504623413086,0
4065,101.108679123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00116437382530421,80.7971420288086,159.506103515625,0
4066,101.110859123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00117789336945862,78.8465270996094,168.507598876953,0
4067,101.113039123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00117726053576916,71.2612152099609,175.77751159668,0
4068,101.115219123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00113355321809649,56.5999794006348,178.985565185547,0
4069,101.117399123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00108984590042382,26.1344337463379,182.193618774414,0
4070,101.119579123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00104613858275115,20.5913829803467,185.401672363281,0
4071,101.121759123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00103879405651242,19.2997932434082,189.148880004883,0
4072,101.123939123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00108071172144264,33.7059593200684,193.488998413086,0
4073,101.126119123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00112262950278819,55.2920532226563,197.829116821289,0
4074,101.128299123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00116454728413373,62.925048828125,202.169235229492,0
4075,101.130479123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00115857133641839,63.7748222351074,210.801742553711,0
4076,101.132659123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00112093728967011,70.7074432373047,221.708877563477,0
4077,101.134839123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00108330335933715,77.0804901123047,232.616027832031,0
4078,101.137019123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00104566931258887,77.3844299316406,243.523162841797,0
4079,101.139199123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00102828873787075,81.5363464355469,256.067291259766,0
4080,101.141379123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00101664022076875,73.0002288818359,268.9443359375,0
4081,101.143559123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00100499170366675,76.6171112060547,281.821411132813,0
4082,101.145739123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000993343186564744,78.0515365600586,294.700469970703,0
4083,101.147919123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000994748319499195,80.9022216796875,307.817687988281,0
4084,101.150099123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000996742979623377,81.4637451171875,320.934936523438,0
4085,101.152279123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00099873763974756,79.7998809814453,334.052154541016,0
4086,101.154459123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000997171504423022,75.7863998413086,347.127899169922,0
4087,101.156639123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000972623471170664,58.1837577819824,360.021759033203,0
4088,101.158819123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000948075437918305,70.4549407958984,372.915649414063,0
4089,101.160999123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000923527462873608,71.086067199707,385.809509277344,0
4090,101.163179123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000878784281667322,75.9611968994141,399.503845214844,0
4091,101.165359123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000789409503340721,77.8136825561523,414.602203369141,0
4092,101.167539123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00070003472501412,76.4823760986328,429.700561523438,0
4093,101.169719123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00061065994668752,81.7423324584961,444.798889160156,0
4094,101.171899123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000561421737074852,74.0762252807617,459.559631347656,0
4095,101.174079123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000554143625777215,72.3889999389649,474.033294677734,0
4096,101.176259123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000546865514479578,66.951301574707,488.506958007813,0
4097,101.178439123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00053958740318194,68.4912490844727,502.980621337891,0
4098,101.180619123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00052578077884391,74.2984008789063,514.119445800781,0
4099,101.182799123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00050870404811576,65.3773040771484,523.947570800781,0
4100,101.184979123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000491627317387611,77.1483383178711,533.775695800781,0
4101,101.187159123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000474550615763292,82.6709976196289,543.603820800781,0
4102,101.189339123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000484222749946639,85.4028396606445,556.983154296875,0
4103,101.191519123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000498852750752121,84.5047073364258,570.778076171875,0
4104,101.193699123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000513482722453773,81.5459518432617,584.573059082031,0
4105,101.195879123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000527317984960973,78.3241653442383,598.316101074219,0
4106,101.198059123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000504112103953958,78.1898956298828,611.396118164063,0
4107,101.200239123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000480906193843111,78.9862976074219,624.47607421875,0
4108,101.202419123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000457700312836096,81.1451416015625,637.556091308594,0
4109,101.204599123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000437798560597003,83.9577789306641,650.189086914063,0
4110,101.206779123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000431248801760376,79.2185287475586,661.480712890625,0
4111,101.208959123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000424699042923749,80.1315994262695,672.772338867188,0
4112,101.211139123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000418149284087122,83.2963714599609,684.06396484375,0
4113,101.213319123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000413036032114178,81.7834243774414,695.070373535156,0
4114,101.215499123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000410309381550178,84.0349273681641,705.694519042969,0
4115,101.217679123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000407582730986178,83.7774505615234,716.318603515625,0
4116,101.219859123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000404856080422178,83.4250411987305,726.942749023438,0
4117,101.222039123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000395709823351353,68.0008697509766,734.4091796875,0
4118,101.224219123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000381376885343343,75.3414840698242,739.8115234375,0
4119,101.226399123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000367043947335333,68.6334686279297,745.2138671875,0
4120,101.228579123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000352711009327322,43.2721748352051,750.616149902344,0
4121,101.230759123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000364131497917697,65.6424560546875,746.026916503906,0
4122,101.232939123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000385053805075586,77.9466857910156,738.653686523438,0
4123,101.235119123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000405976112233475,79.0254287719727,731.280395507813,0
4124,101.237299123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000426898419391364,77.3952331542969,723.907165527344,0
4125,101.239479123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000432837259722874,82.3992919921875,718.983215332031,0
4126,101.241659123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000437255308497697,84.5431976318359,714.162719726563,0
4127,101.243839123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000441673357272521,81.4797210693359,709.342224121094,0
4128,101.246019123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000444683217210695,78.8713912963867,703.988403320313,0
4129,101.248199123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000432578381150961,73.1127853393555,695.269897460938,0
4130,101.250379123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000420473545091227,75.1091766357422,686.551452636719,0
4131,101.252559123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000408368709031492,76.3783950805664,677.832946777344,0
4132,101.254739123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00040514743886888,82.82763671875,669.993469238281,0
4133,101.256919123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000426872604293749,83.6603088378906,664.072570800781,0
4134,101.259099123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000448597769718617,80.754997253418,658.151611328125,0
4135,101.261279123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000470322906039655,76.5109176635742,652.230712890625,0
4136,101.263459123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000494315347168595,77.940559387207,646.955505371094,0
4137,101.265639123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000521193724125624,77.3653259277344,642.348205566406,0
4138,101.267819123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000548072159290314,64.486198425293,637.740844726563,0
4139,101.269999123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000574950536247343,59.1999282836914,633.133544921875,0
4140,101.272179123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000590243027545512,71.9119110107422,627.908447265625,0
4141,101.274359123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000598353741224855,75.337646484375,622.377624511719,0
4142,101.276539123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00060646451311186,73.1246948242188,616.846740722656,0
4143,101.278719123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000614575226791203,70.7733383178711,611.31591796875,0
4144,101.280899123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000612170260865241,77.2411499023438,605.622863769531,0
4145,101.283079123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000607048801612109,77.9488830566406,599.900268554688,0
4146,101.285259123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000601927342358977,74.8578186035156,594.177673339844,0
4147,101.287439123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000596805883105844,78.9362106323242,588.456604003906,0
4148,101.289619123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000642588885966688,77.3663558959961,582.797302246094,0
4149,101.291799123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000689834239892662,53.0232276916504,577.137939453125,0
4150,101.293979123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000737079593818635,14.8032560348511,571.478637695313,0
4151,101.296159123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.000776058586779982,13.9107551574707,566.289489746094,0
4152,101.298339123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.000767989899031818,22.4813747406006,562.96875,0
4153,101.309239123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.000748290214687586,23.1191425323486,548.8671875,0
4154,101.311419123,22.534916619,China,CHN,CHN.30_1,"",12,12,12,12,12,0.000749093655031174,10.4785346984863,546.598449707031,0
4155,101.313599123,22.534916619,China,CHN,CHN.30_1,"",12,12,12,12,12,0.000731714186258614,24.0291118621826,546.56396484375,0
4156,101.315779123,22.534916619,China,CHN,CHN.30_1,"",12,12,12,12,12,0.000696453789714724,6.64427709579468,548.315063476563,0
4157,101.317959123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000661193334963173,19.0987110137939,550.066223144531,0
4158,101.320139123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000625932938419282,33.7599563598633,551.8173828125,0
4159,101.322319123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.000595805002376437,64.7416305541992,558.257629394531,0
4160,101.324499123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000568075163755566,78.6262054443359,566.404479980469,0
4161,101.326679123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000540345325134695,75.3344039916992,574.551330566406,0
4162,101.328859123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000512615486513823,76.8075103759766,582.698120117188,0
4163,101.331039123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000506695592775941,79.1008148193359,591.943603515625,0
4164,101.333219123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000504357914905995,75.4021148681641,601.296936035156,0
4165,101.335399123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000502020237036049,82.2995071411133,610.650268554688,0
4166,101.337579123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000499497109558433,85.6030731201172,618.944763183594,0
4167,101.339759123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000492049381136894,81.043586730957,616.254333496094,0
4168,101.341939123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000484601681819186,82.1994781494141,613.563842773438,0
4169,101.344119123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000477153982501477,77.1391067504883,610.873413085938,0
4170,101.346299123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000470511033199728,71.9645767211914,606.967834472656,0
4171,101.348479123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000466829835204408,64.5093078613281,599.697082519531,0
4172,101.350659123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000463148637209088,68.6573181152344,592.426330566406,0
4173,101.352839123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000459467439213768,72.032470703125,585.155578613281,0
4174,101.355019123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000475911743706092,76.9993743896484,576.348510742188,0
4175,101.357199123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000523697817698121,77.7683563232422,565.607116699219,0
4176,101.359379123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000571483862586319,75.7596817016602,554.865661621094,0
4177,101.361559123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000619269907474518,75.1016006469727,544.124267578125,0
4178,101.363739123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000664353836327791,73.9955825805664,534.19384765625,0
4179,101.365919123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000707386003341526,73.5330657958984,524.760437011719,0
4180,101.368099123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.0007504181121476,67.3379898071289,515.327026367188,0
4181,101.370279123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000793450279161334,59.2044448852539,505.893585205078,0
4182,101.372459123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000858629122376442,56.2691459655762,494.514465332031,0
4183,101.374639123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000931357499212027,67.9248809814453,482.640991210938,0
4184,101.376819123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00100408587604761,59.5925674438477,470.767486572266,0
4185,101.378999123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00107681413646787,45.9339637756348,458.894012451172,0
4186,101.381179123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00108364969491959,50.4973754882813,444.543090820313,0
4187,101.383359123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00108499953057617,52.0205497741699,430.128082275391,0
4188,101.385539123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00108634924981743,45.3852081298828,415.713043212891,0
4189,101.387719123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00107877212576568,57.260856628418,401.605102539063,0
4190,101.389899123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000991310807876289,68.3091278076172,389.208435058594,0
4191,101.392079123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000903849431779236,81.7678833007813,376.811737060547,0
4192,101.394259123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000816388113889843,77.5343856811524,364.415069580078,0
4193,101.396439123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000792343867942691,46.6928939819336,352.271759033203,0
4194,101.398619123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.000933095929212868,43.1356506347656,340.644073486328,0
4195,101.400799123,22.534916619,China,CHN,CHN.30_1,"",2,2,2,2,2,0.00107384810689837,57.268856048584,329.016387939453,0
4196,101.402979123,22.534916619,China,CHN,CHN.30_1,"",16,16,16,16,16,0.00121460016816854,34.8657150268555,317.388671875,0
4197,101.405159123,22.534916619,China,CHN,CHN.30_1,"",16,16,16,16,16,0.00128757278434932,11.9928464889526,305.595825195313,0
4198,101.407339123,22.534916619,China,CHN,CHN.30_1,"",16,16,16,16,16,0.00127944245468825,28.1436710357666,293.642272949219,0
4199,101.409519123,22.534916619,China,CHN,CHN.30_1,"",16,16,16,16,16,0.0012713122414425,57.3859329223633,281.688751220703,0
4200,101.411699123,22.534916619,China,CHN,CHN.30_1,"",16,16,16,16,16,0.00126318202819675,4.8376932144165,269.735198974609,0
4201,101.413879123,22.534916619,China,CHN,CHN.30_1,"",16,16,16,16,16,0.00129284325521439,8.5769510269165,259.118743896484,0
4202,101.416059123,22.534916619,China,CHN,CHN.30_1,"",16,16,16,16,16,0.00134445074945688,25.3229007720947,249.11930847168,0
4203,101.418239123,22.534916619,China,CHN,CHN.30_1,"",2,2,8,8,8,0.00139605824369937,63.7968215942383,239.119857788086,0
4204,101.420419123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00144766573794186,26.4073581695557,229.120407104492,0
4205,101.422599123,22.534916619,China,CHN,CHN.30_1,"",16,16,16,16,16,0.00146151124499738,54.7565422058106,219.222030639648,0
4206,101.424779123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00146649882663041,46.4756164550781,209.339859008789,0
4207,101.426959123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00147148629184812,41.4854965209961,199.457702636719,0
4208,101.429139123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00147647387348115,38.7187042236328,189.405212402344,0
4209,101.431319123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00150907202623785,45.5409317016602,175.155914306641,0
4210,101.433499123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.0015420236159116,42.4927711486816,160.906616210938,0
4211,101.435679123,22.534916619,China,CHN,CHN.30_1,"",10,10,10,10,10,0.00157497508917004,33.5702133178711,146.657318115234,0
4212,101.437859123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00162846769671887,24.767614364624,133.986068725586,0
4213,101.440039123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00178611045703292,29.4258460998535,127.02995300293,0
4214,101.442219123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00194375310093164,20.9994239807129,120.073837280273,0
4215,101.444399123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00210139597766101,22.7375621795654,113.117713928223,0
4216,101.446579123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00217528734356165,12.8908777236938,104.878967285156,0
4217,101.448759123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00208811834454536,21.4322719573975,94.6653518676758,0
4218,101.450939123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00200094957835972,44.6930999755859,84.4517364501953,0
4219,101.453119123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00191378069575876,24.0830383300781,74.2381210327149,0
4220,101.455299123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00188652565702796,10.200930595398,66.671272277832,0
4221,101.457479123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00191469222772867,7.00951910018921,61.0919990539551,0
4222,101.459659123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00194285868201405,7.20633411407471,55.5127296447754,0
4223,101.461839123,22.534916619,China,CHN,CHN.30_1,"",5,5,5,5,5,0.00197102525271475,18.1150245666504,49.933464050293,0
4224,101.464019123,22.534916619,China,CHN,CHN.30_1,"",3,3,3,3,3,0.00195775623433292,23.5816993713379,47.3114967346191,0
